DATE;CHANNEL;PROGRAM;LEVEL1;LEVEL2;SECTOR;CATEGORY;ADVERTISER;PRODUCT;COPY;ADS_TYPE;SEGMENT;POSITIONS;START_TIME;END_TIME;DURATION;COST;REMARK;TITLE
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;2;23;6:30:41;6:30:56;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES P001;PARDES (15)  ANTEVE - PP SERIES P001;LOOSE SPOT;2;24;6:30:56;6:31:11;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BABY & MATERNITY PRODUCT;BABY ACCESSORIES/UTILITIES;INDO OJI SUKSES PRATAMA;GENKI! MOKO MOKO PANTS - BABY DIAPERS;WNT&ANAK LK/JOGED/ANMS (15/T);LOOSE SPOT;2;25;6:31:11;6:31:26;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;LIQUID MILK, EVAPORATED;FRIESCHE VLAG INDONESIA;BENDERA PURE FARM - LIQUID MILK;SWISS C/MINUM/ANMS/BR (15);LOOSE SPOT;2;26;6:31:26;6:31:41;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA SARI GANDUM SANDWICH - BISCUIT;RIZKI&ORG2/CHEER/PENSI (15);LOOSE SPOT;3;1;6:46:33;6:46:48;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER SAKURA WHITE - FACIAL FOAM;2WNT/USAP WAJAH/TAMAN/17100(15;LOOSE SPOT;3;2;6:46:48;6:47:03;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK/LOCKNUTRI (15);LOOSE SPOT;3;3;6:47:03;6:47:18;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES U001;UMMI (15)  ANTEVE - PP SERIES U001;LOOSE SPOT;3;4;6:47:18;6:47:33;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN LIQUID - LIQUID DETERGENT;6KMS/INDY&ANAK2/MAIN/CUCI (15P;LOOSE SPOT;3;5;6:47:33;6:47:48;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;SARI HUSADA;SGM EKSPLOR - ALL GROWING UP MILK;2MCM/IBU2&ANAK2/TMN/MAIN (30);LOOSE SPOT;3;6;6:47:48;6:48:18;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN ROYALE PARFUM COLLECTION - FABRI;HOT S/3MCM/WNT/BUNGA/SCHT(15/P;LOOSE SPOT;3;7;6:48:18;6:48:33;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BABY & MATERNITY PRODUCT;RANGE OF BABY PRODUCTS;JOHNSON & JOHNSON;JOHNSON'S BABY - ALL BABY PRODUCT;2MCM/WNT&BAYI/MANDI/MAIN (30);LOOSE SPOT;3;8;6:48:33;6:49:03;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;EKONOMI - CREAM DETERGENT;3MCM/2WNT&ANAK LK/CUCI/50 (15T;LOOSE SPOT;3;9;6:49:03;6:49:18;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;RANGE OF MILK PRODUCTS;FONTERRA BRAND INDONESIA;ANCHOR BONEETO - ALL MILKS;7KMS/ANAK PR&KEL/NYANYI/BR(30);LOOSE SPOT;3;10;6:49:18;6:49:48;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;3;11;6:49:48;6:50:03;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;VITAMIN, TONIC, ESSENCES, SUPPLEMENTS;DEXA MEDICA;STIMUNO - FOOD SUPPLEMENT;6MCM/JOE T&KEL/PETUALANG(15/T);LOOSE SPOT;3;12;6:50:03;6:50:18;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;MEDIA SELF PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - SELF PROMO;KARENA KITA INDONESIA (30);LOOSE SPOT;3;13;6:50:18;6:50:48;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;COUGH MEDICINES;TEMPO SCAN PASIFIC;BODREXIN FLU&BATUK PE - ANALGESIC FOR CH;2MCM/ANAK LK&KEL/BATUK/ANMS(15;LOOSE SPOT;3;14;6:50:48;6:51:03;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;SERVICES - TRANS'T, TRAVEL, RECREATION;AIRLINES;AIR ASIA;AIR ASIA - AIRLINES;PRIA&ORG2/JANGAN CUMA MIMPI(30;LOOSE SPOT;3;15;6:51:03;6:51:33;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;TEMPO SCAN PASIFIC;VIDORAN XMART - ALL GROWING UP MILK;3MCM/KEL/RMH/CAT (30);LOOSE SPOT;3;16;6:51:33;6:52:03;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOOTHPASTE, DENTAL CREAM, TOOTHBRUSH;GLAXO SMITHKLINE;SENSODYNE - TOOTHPASTE;F MINT/YOLA&WNT2/CERITA (15);LOOSE SPOT;3;17;6:52:03;6:52:18;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;STOMACH REMEDIES;KALBE FARMA;ENTROSTOP ANAK - CHILDREN LIQUID STOMACH;WNT&2ANAK/SKLH/JAJAN (10);LOOSE SPOT;3;18;6:52:18;6:52:28;0:00:10;22500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;STOMACH REMEDIES;KALBE FARMA;ENTROSTOP - STOMACH REMEDY;ANMS USUS/KMS TERBUKA (05);LOOSE SPOT;3;19;6:52:28;6:52:33;0:00:05;13500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT P001;PESBUKERS (10);LOOSE SPOT;3;20;6:52:33;6:52:43;0:00:10;22500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA BISKUIT KELAPA - BISCUIT;REJEKI MILYARAN/KMS (05/S);LOOSE SPOT;3;21;6:52:43;6:52:48;0:00:05;13500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT T001;TERANGKANLAH (15)  ANTEVE - PP ENTERTAINMENT T001;LOOSE SPOT;3;22;6:52:48;6:53:03;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;SWEETENED CONDENCED MILK;AIMI;INDOMILK - SWEETENED COND. MILK;4MCM/WNT&ANAK2/MNM/SKATE (15);LOOSE SPOT;3;23;6:53:03;6:53:18;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER MEN ACNO FIGHT - FACE CARE;2MCM/RMJ2/SKATE/BR/MUI (15);LOOSE SPOT;3;24;6:53:18;6:53:33;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER LIGHT COMPLETE WHITE SPEED - WHI;CHELSEA&ORG2/SERUM/MUI (15/P);LOOSE SPOT;4;1;7:08:38;7:08:53;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK/LOCKNUTRI (15);LOOSE SPOT;4;2;7:08:52;7:09:07;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA SLAI O'LAI - BISCUIT;PRILLY&PRIA/REBUT/MKN/KMS (15);LOOSE SPOT;4;3;7:09:08;7:09:23;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES W001;WANITA PERINDU SURGA 2 (15);LOOSE SPOT;4;4;7:09:23;7:09:38;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;LION WINGS;SERASOFT DANDRUFF TREATMENT - SHAMPOO;WNT/PG RMBT/DGA SERUM (15/T);LOOSE SPOT;4;5;7:09:38;7:09:53;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;SARI HUSADA;SGM EKSPLOR - ALL GROWING UP MILK;2MCM/IBU2&ANAK2/TMN/MAIN (30);LOOSE SPOT;4;6;7:09:52;7:10:22;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;EKONOMI - CREAM DETERGENT;3MCM/2WNT&ANAK LK/CUCI/50 (15T;LOOSE SPOT;4;7;7:10:22;7:10:37;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;INDOFOOD FRITOLAY MAKMUR;QTELA - SNACK;5RS/KEL/KGTN/MKN/SINGKONG (15P;LOOSE SPOT;4;8;7:10:38;7:10:53;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;COFFEE, TEA;TORABIKA EKA SEMESTA;TORABIKA CAPPUCCINO - COFFEE;DESTA&VINCENT/MINUM/KMS (15);LOOSE SPOT;4;9;7:10:53;7:11:08;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;GARNIER;GARNIER COLOR NATURALS EXPRESS - HAIR CO;3KMS/WULAN&WNT/SOFA (15);LOOSE SPOT;4;10;7:11:07;7:11:22;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;4;11;7:11:22;7:11:37;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;LIQUID MILK, EVAPORATED;FRIESCHE VLAG INDONESIA;BENDERA PURE FARM - LIQUID MILK;SWISS C/MINUM/ANMS/BR (15);LOOSE SPOT;4;12;7:11:37;7:11:52;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;CONFECTIONARY - CANDY, CHEWING GUMS;PERFETTI VAN MELLE/PERFETTI;ALPENLIEBE LOLLIPOP - CANDY;5RS/2ANAK/TAMAN/MKN/ANM/KMS(15;LOOSE SPOT;4;13;7:11:52;7:12:07;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;TEMPO SCAN PASIFIC;VIDORAN XMART - ALL GROWING UP MILK;3MCM/KEL/RMH/CAT (30);LOOSE SPOT;4;14;7:12:07;7:12:37;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;CANNED/PROCESSED FOOD;PRIMA FOOD;FIESTA - PROCESSED FOOD;6MCM/ANK2/SEKOLAH/MKN (15);LOOSE SPOT;4;15;7:12:37;7:12:52;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;COUGH MEDICINES;TEMPO SCAN PASIFIC;BODREXIN FLU&BATUK PE - ANALGESIC FOR CH;2MCM/ANAK LK&KEL/BATUK/ANMS(15;LOOSE SPOT;4;16;7:12:52;7:13:07;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;4;17;7:13:08;7:13:23;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;SERVICES - RETAIL;FAST FOOD;MCDONALD'S INDONESIA;MCDONALD'S - FAST FOOD;HAPPY M/ANMS/SNOOPY (15/P);LOOSE SPOT;4;18;7:13:22;7:13:37;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;VITAMIN, TONIC, ESSENCES, SUPPLEMENTS;DEXA MEDICA;STIMUNO - FOOD SUPPLEMENT;6MCM/JOE T&KEL/PETUALANG(15/T);LOOSE SPOT;4;19;7:13:37;7:13:52;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;SERVICES - TRANS'T, TRAVEL, RECREATION;AIRLINES;AIR ASIA;AIR ASIA - AIRLINES;PRIA&ORG2/JANGAN CUMA MIMPI(30;LOOSE SPOT;4;20;7:13:52;7:14:22;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;COUGH MEDICINES;KONIMEX;SILADEX - COUGH SYRUP;PRIA&WNT/BATUK/PERAHU (15);LOOSE SPOT;4;21;7:14:22;7:14:37;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT P001;PESBUKERS (15);LOOSE SPOT;4;22;7:14:37;7:14:52;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK&WNT/LOCKNUTRI(30);LOOSE SPOT;4;23;7:14:52;7:15:22;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER SAKURA WHITE - FACE CARE;PINKISH G/2MCM/PEVITA&WNT (15);LOOSE SPOT;4;24;7:15:22;7:15:37;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA SARI GANDUM SANDWICH - BISCUIT;RIZKI&ORG2/CHEER/PENSI (15);LOOSE SPOT;5;1;7:30:50;7:31:05;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;NON-CARBONATED SOFT DRINKS;TIRTA FRESINDO JAYA;TEH PUCUK HARUM - BOTTLED TEA;2KMS/WNT&ORG2/BONEKA/CAFE (15);LOOSE SPOT;5;2;7:31:05;7:31:20;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA SLAI O'LAI - BISCUIT;PRILLY&PRIA/REBUT/MKN/KMS (15);LOOSE SPOT;5;3;7:31:20;7:31:35;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT B001;BIKIN MEWEK (15)  ANTEVE - PP ENTERTAINMENT B001;LOOSE SPOT;5;4;7:31:35;7:31:50;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;LIQUID MILK, EVAPORATED;FRIESCHE VLAG INDONESIA;BENDERA PURE FARM - LIQUID MILK;SWISS C/MINUM/ANMS/BR (15);LOOSE SPOT;5;5;7:31:50;7:32:05;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;5;6;7:32:05;7:32:20;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER MEN ACNO FIGHT - FACE CARE;2MCM/RMJ2/SKATE/BR/MUI (15);LOOSE SPOT;5;7;7:32:20;7:32:35;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;FRUIT & VEGETABLE JUICE, SYRUP;GARUDA FOOD;OKKY - JELLY DRINK;2RS/ANAK2/JOGED/TAMAN/BIG (15);LOOSE SPOT;5;8;7:32:35;7:32:50;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN LIQUID PERFUME COLLECTION - LIQU;2KMS/WNT&KEL/CERMIN/BUNGA (15);LOOSE SPOT;5;9;7:32:50;7:33:05;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;LIQUID MILK, EVAPORATED;FRIESCHE VLAG INDONESIA;BENDERA PURE FARM - LIQUID MILK;SWISS C/MINUM/ANMS/BR (15);LOOSE SPOT;5;10;7:33:05;7:33:20;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;BODY CARE, BODY LOTION;BARCLAY;MARINA UV WHITE - HAND & BODY LOTION;4MCM/WNT2/PASAR/USAP/MIMPI(15T;LOOSE SPOT;5;11;7:33:20;7:33:35;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;INSTANT FOOD, INSTANT NOODLES;WINGSFOOD;SEDAAP - INSTANT NOODLE;RS SOTO/PRIA&WNT/PERPUS (15);LOOSE SPOT;5;12;7:33:35;7:33:50;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK&WNT/LOCKNUTRI(30);LOOSE SPOT;5;13;7:33:50;7:34:20;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN LIQUID - LIQUID DETERGENT;6KMS/INDY&ANAK2/MAIN/CUCI (15P;LOOSE SPOT;5;14;7:34:20;7:34:35;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA SARI GANDUM SANDWICH - BISCUIT;RIZKI&ORG2/CHEER/PENSI (15);LOOSE SPOT;5;15;7:34:35;7:34:50;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;LION WINGS;SERASOFT DANDRUFF TREATMENT - SHAMPOO;WNT/PG RMBT/DGA SERUM (15/T);LOOSE SPOT;5;16;7:34:50;7:35:05;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;SARI HUSADA;SGM EKSPLOR - ALL GROWING UP MILK;2MCM/IBU2&ANAK2/TMN/MAIN (30);LOOSE SPOT;5;17;7:35:05;7:35:35;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;5;18;7:35:35;7:35:50;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;MINERAL WATER;ORANG TUA GROUP;CRYSTALLINE - MINERAL WATER;2KMS/KEL/GUNUNG/KUPU2/MNM (15);LOOSE SPOT;5;19;7:35:50;7:36:05;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;OTHER MEDICAL/PHARMACEUTICAL PRODUCTS;KONIMEX;FUNGIDERM - ANTI JAMUR;WNT/FITNES/JAMUR/OLES/KMS (15);LOOSE SPOT;5;20;7:36:05;7:36:20;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;SERVICES - RETAIL;FAST FOOD;DOM PIZZA INDONESIA;DOMINO'S PIZZA  - FAST FOOD;2MENU/KEL/SOFA/MKN (15/P);LOOSE SPOT;5;21;7:36:20;7:36:35;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;HEALTH DRINK;SINDE BUDI SENTOSA;LARUTAN PENYEGAR CAP BADAK - REMEDY DRIN;2MCM/KEL&ORG/MINUM/MBL (15);LOOSE SPOT;5;22;7:36:34;7:36:49;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;ONLINE SERVICES;TRAVELOKA INDONESIA;TRAVELOKA.COM - ONLINE SHOP;WNT&ORG2/BUKU/SAWAH/ONLINE(15);LOOSE SPOT;5;23;7:36:49;7:37:04;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;5;24;7:37:04;7:37:19;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT P001;PESBUKERS (10);LOOSE SPOT;5;25;7:37:20;7:37:30;0:00:10;22500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA BISKUIT KELAPA - BISCUIT;REJEKI MILYARAN/KMS (05/S);LOOSE SPOT;5;26;7:37:30;7:37:35;0:00:05;13500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES C001;CHANDRA NANDINI (15)  ANTEVE - PP SERIES C001;LOOSE SPOT;5;27;7:37:35;7:37:50;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER MICELLAR CLEANSING WATER - FACE;WNT/MAKE UP/USAP/MUI/26500(15);LOOSE SPOT;5;28;7:37:50;7:38:05;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK/LOCKNUTRI (15);LOOSE SPOT;5;29;7:38:05;7:38:20;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA SARI GANDUM SANDWICH - BISCUIT;RIZKI&ORG2/CHEER/PENSI (15);LOOSE SPOT;6;1;7:53:47;7:54:02;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK&WNT/LOCKNUTRI(30);LOOSE SPOT;6;2;7:54:02;7:54:32;0:00:30;45000;;
